FID,STATION,STATION_NA,ELEVATION,LATITUDE,LONGITUDE,DATE,MLY_PRCP_2,Completene,MLY_SNOW_2,Complete_1,MLY_PRCP_5,Complete_2,MLY_SNOW_5,Complete_3,MLY_PRCP_7,Complete_4,MLY_SNOW_7,Complete_5,MLY_PRCP_N,Complete_6,MLY_SNOW_N,Complete_7,MLY_SNOW_A,Complete_8,MLY_SNOW_1,Complete_9,MLY_SNOW_3,Complet_10,MLY_SNOW_4,Complet_11,MLY_SNOW_6,Complet_12,MLY_PRCP_A,Complet_13,MLY_PRCP_1,Complet_14,MLY_PRCP_3,Complet_15,MLY_PRCP_4,Complet_16,MLY_SNWD_A,Complet_17,MLY_SNWD_1,Complet_18,MLY_SNWD_2,Complet_19,MLY_SNWD_3,Complet_20,MLY_TMAX_A,Complet_21,MLY_TMAX_1,Complet_22,MLY_TMAX_2,Complet_23,MLY_TMAX_3,Complet_24,MLY_TMAX_4,Complet_25,MLY_TMAX_5,Complet_26,MLY_TMAX_6,Complet_27,MLY_TMAX_7,Complet_28,MLY_TMIN_A,Complet_29,MLY_TMIN_1,Complet_30,MLY_TMIN_2,Complet_31,MLY_TMIN_3,Complet_32,MLY_TMIN_4,Complet_33,MLY_TMIN_5,Complet_34,MLY_TMIN_6,Complet_35,MLY_TMIN_7,Complet_36,MLY_TAVG_N,Complet_37,MLY_DUTR_N,Complet_38,MLY_TMAX_N,Complet_39,MLY_TMIN_N,Complet_40,MLY_TAVG_S,Complet_41,MLY_DUTR_S,Complet_42,MLY_TMAX_S,Complet_43,MLY_TMIN_S,Complet_44
854,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201003,54.359999999999999,R,0,P,87.629999999999995,R,0,P,176.280000000000000,R,127,P,130.810000000000000,R,132,P,2,P,1,P,0,P,1,P,1,P,11.100000000000000,S,8.500000000000000,S,3.700000000000000,S,1.800000000000000,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,23.100000000000001,R,14.199999999999999,R,2.200000000000000,R,0.000000000000000,R,0,R,0,R,0,R,0,R,0,R,12.300000000000001,R,26.800000000000001,R,31.000000000000000,R,31.000000000000000,R,31,R,7.600000000000000,R,-4.600000000000000,R,14.199999999999999,R,1.000000000000000,R,-15.600000000000000,R,-16.100000000000001,R,-14.900000000000000,R,-16.199999999999999,R
855,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201004,29.210000000000001,R,0,S,58.670000000000002,R,0,S,84.329999999999998,R,0,S,70.870000000000005,R,20,S,0,S,0,S,0,S,0,S,-778,S,7.200000000000000,P,5.000000000000000,P,1.700000000000000,P,0.400000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,26.199999999999999,R,20.000000000000000,R,9.500000000000000,R,0.400000000000000,R,0,R,0,R,0,R,0,R,-778,R,5.300000000000000,R,18.800000000000001,R,29.600000000000001,R,30.000000000000000,R,30,R,10.400000000000000,R,-3.600000000000000,R,17.600000000000001,R,3.300000000000000,R,-15.699999999999999,R,-16.600000000000001,R,-15.300000000000001,R,-15.900000000000000,R
856,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201005,16.760000000000002,S,0,S,34.289999999999999,S,0,S,67.310000000000002,S,0,S,42.159999999999997,S,0,S,0,S,0,S,0,S,0,S,0,S,4.600000000000000,S,3.100000000000000,S,1.000000000000000,S,0.300000000000000,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,29.800000000000001,R,27.100000000000001,R,19.699999999999999,R,6.000000000000000,R,-778,R,0,R,0,R,0,R,0,R,0.500000000000000,R,7.300000000000000,R,23.800000000000001,R,31.000000000000000,R,31,R,14.400000000000000,R,-2.900000000000000,R,21.899999999999999,R,7.100000000000000,R,-15.699999999999999,R,-16.500000000000000,R,-15.199999999999999,R,-16.000000000000000,R
857,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201006,0.000000000000000,R,0,S,11.180000000000000,R,0,S,23.109999999999999,R,0,S,16.510000000000002,R,0,S,0,S,0,S,0,S,0,S,0,S,2.100000000000000,S,1.400000000000000,S,0.400000000000000,S,0.100000000000000,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,30,R,30.000000000000000,R,29.199999999999999,R,27.399999999999999,R,17.800000000000001,R,3,R,0,R,0,R,0,R,0,R,0.000000000000000,R,1.100000000000000,R,12.300000000000001,R,28.699999999999999,R,30,R,18.899999999999999,R,-1.100000000000000,R,27.300000000000001,R,10.600000000000000,R,-16.000000000000000,R,-16.399999999999999,R,-15.600000000000000,R,-16.300000000000001,R
858,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201007,0.000000000000000,R,0,S,0.510000000000000,R,0,S,10.670000000000000,R,0,S,9.650000000000000,R,0,S,0,S,0,S,0,S,0,S,0,S,1.300000000000000,S,0.900000000000000,S,0.300000000000000,S,0.200000000000000,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,31,R,31.000000000000000,R,31.000000000000000,R,30.699999999999999,R,29.000000000000000,R,15,R,0,R,0,R,0,R,0,R,0.000000000000000,R,-777.700000000000050,R,2.800000000000000,R,22.800000000000001,R,31,R,22.800000000000001,R,0.300000000000000,R,31.800000000000001,R,13.699999999999999,R,-16.300000000000001,R,-16.600000000000001,R,-16.100000000000001,R,-16.300000000000001,R
859,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201008,0.000000000000000,S,0,C,0.000000000000000,S,0,C,2.790000000000000,S,0,C,2.790000000000000,S,0,C,0,C,0,C,0,C,0,C,0,C,0.900000000000000,C,0.300000000000000,C,-777.700000000000050,C,0.000000000000000,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,31,S,31.000000000000000,S,31.000000000000000,S,30.800000000000001,S,29.000000000000000,S,15,S,0,S,0,S,0,S,0,S,0.000000000000000,S,-777.700000000000050,S,3.000000000000000,S,24.399999999999999,S,31,S,22.600000000000001,S,0.600000000000000,S,31.699999999999999,S,13.400000000000000,S,-16.699999999999999,S,-16.699999999999999,S,-16.600000000000001,S,-16.699999999999999,S
860,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201009,3.050000000000000,S,0,S,7.620000000000000,S,0,S,25.149999999999999,S,0,S,16.510000000000002,S,0,S,0,C,0,C,0,C,0,C,0,C,2.700000000000000,C,1.900000000000000,C,0.300000000000000,C,0.100000000000000,C,-9999, ,-9999, ,-9999, ,-9999, ,-778,S,30,S,30.000000000000000,S,29.399999999999999,S,26.899999999999999,S,20.899999999999999,S,5,S,0,S,0,S,0,S,0,S,-777.700000000000050,S,0.800000000000000,S,12.800000000000001,S,27.899999999999999,S,30,S,19.300000000000001,S,-0.300000000000000,S,28.000000000000000,S,10.600000000000000,S,-16.000000000000000,S,-16.500000000000000,S,-15.699999999999999,S,-16.199999999999999,S
861,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201010,10.920000000000000,S,0,S,32.000000000000000,S,0,S,92.200000000000003,S,0,S,53.590000000000003,S,0,S,0,S,0,S,0,S,0,S,0,S,3.900000000000000,S,2.900000000000000,S,1.600000000000000,S,0.700000000000000,S,-9999, ,-9999, ,-9999, ,-9999, ,0,S,31,S,30.100000000000001,S,26.600000000000001,S,18.199999999999999,S,5.800000000000000,S,0,S,0,S,0,S,0,S,0,S,2.100000000000000,S,12.000000000000000,S,28.100000000000001,S,30.800000000000001,S,31,S,13.600000000000000,S,-1.600000000000000,S,21.699999999999999,S,5.400000000000000,S,-15.800000000000001,S,-15.900000000000000,S,-15.300000000000001,S,-15.900000000000000,S
862,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201011,49.280000000000001,S,0,S,81.530000000000001,S,0,S,179.830000000000010,S,0,S,116.330000000000000,S,86,S,0,S,0,S,0,S,0,S,0,S,6.900000000000000,S,5.000000000000000,S,2.800000000000000,S,1.700000000000000,S,-9999, ,-9999, ,-9999, ,-9999, ,0,R,29,R,21.600000000000001,R,10.500000000000000,R,1.800000000000000,R,0.000000000000000,R,0,R,0,R,0,R,0,R,0,R,14.000000000000000,R,27.600000000000001,R,30.000000000000000,R,30.000000000000000,R,30,R,6.800000000000000,R,-4.900000000000000,R,13.300000000000001,R,0.400000000000000,R,-16.100000000000001,R,-15.699999999999999,R,-15.300000000000001,R,-16.600000000000001,R
863,GHCND:USC00049855,YOSEMITE PARK HEADQUARTERS CA US,1225,37.750000000000000,-119.589720000000000,201012,53.850000000000001,R,0,P,102.620000000000000,R,0,P,224.030000000000000,R,305,P,138.430000000000010,R,130,P,2,P,1,P,-778,P,1,P,0,P,8.400000000000000,P,6.700000000000000,P,3.500000000000000,P,2.000000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,0,R,25,R,11.100000000000000,R,0.400000000000000,R,-777.700000000000050,R,0.000000000000000,R,0,R,0,R,0,R,0,R,2,R,25.100000000000001,R,30.600000000000001,R,31.000000000000000,R,31.000000000000000,R,31,R,3.000000000000000,R,-7.500000000000000,R,8.199999999999999,R,-2.100000000000000,R,-16.600000000000001,R,-16.199999999999999,R,-16.199999999999999,R,-16.399999999999999,R
864,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201001,16.260000000000002,R,-9999, ,43.180000000000000,R,-9999, ,72.390000000000001,R,-9999, ,49.020000000000003,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,9.800000000000001,P,5.400000000000000,P,1.100000000000000,P,0.300000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
865,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201002,18.800000000000001,R,-9999, ,35.310000000000002,R,-9999, ,74.170000000000002,R,-9999, ,49.020000000000003,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,8.800000000000001,P,5.500000000000000,P,1.400000000000000,P,0.300000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
866,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201003,12.190000000000000,R,-9999, ,23.109999999999999,R,-9999, ,60.200000000000003,R,-9999, ,41.399999999999999,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,8.199999999999999,P,4.300000000000000,P,1.100000000000000,P,0.300000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
867,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201004,6.600000000000000,R,-9999, ,14.990000000000000,R,-9999, ,24.640000000000001,R,-9999, ,20.829999999999998,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,6.300000000000000,P,2.300000000000000,P,0.300000000000000,P,-777.700000000000050,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
868,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201005,3.810000000000000,R,-9999, ,9.650000000000000,R,-9999, ,16.760000000000002,R,-9999, ,13.970000000000001,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,5.100000000000000,P,2.200000000000000,P,-777.700000000000050,P,0.000000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
869,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201006,0.000000000000000,R,-9999, ,3.810000000000000,R,-9999, ,10.670000000000000,R,-9999, ,8.640000000000001,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.500000000000000,P,1.300000000000000,P,0.100000000000000,P,-777.700000000000050,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
870,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201007,1.780000000000000,R,-9999, ,8.640000000000001,R,-9999, ,18.289999999999999,R,-9999, ,10.410000000000000,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,3.900000000000000,P,1.700000000000000,P,0.100000000000000,P,0.000000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
871,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201008,4.570000000000000,R,-9999, ,6.860000000000000,R,-9999, ,14.220000000000001,R,-9999, ,12.190000000000000,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.200000000000000,P,1.700000000000000,P,0.200000000000000,P,-777.700000000000050,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
872,GHCND:USC00040819,BISHOP CRK INTAKE 2 CA US,2485,37.247999999999998,-118.581300000000000,201009,3.300000000000000,R,-9999, ,7.370000000000000,R,-9999, ,24.379999999999999,R,-9999, ,14.220000000000001,R,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,4.300000000000000,P,1.900000000000000,P,0.200000000000000,P,0.100000000000000,P,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, ,-9999.000000000000000, 
873,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201001,30.480000000000000,R,89,S,78.489999999999995,R,419,S,126.489999999999990,R,686,S,86.359999999999999,R,500,S,5,S,4,S,1,S,2,S,2,S,8.100000000000000,S,6.100000000000000,S,2.400000000000000,S,1.000000000000000,S,24,S,11,S,21,S,20,S,0,S,19,S,5.900000000000000,S,0.400000000000000,S,0.000000000000000,S,0.000000000000000,S,0,S,2,S,5,S,14,S,24,S,30.300000000000001,S,31.000000000000000,S,31.000000000000000,S,31.000000000000000,S,31,S,-2.800000000000000,S,-0.100000000000000,S,6.000000000000000,S,-11.699999999999999,S,-15.400000000000000,S,-14.800000000000001,S,-15.699999999999999,S,-14.400000000000000,S
874,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201002,25.149999999999999,R,150,S,69.340000000000003,R,368,S,125.730000000000000,R,724,S,86.109999999999999,R,490,S,4,S,4,S,0,S,2,S,1,S,7.300000000000000,S,5.300000000000000,S,2.200000000000000,S,0.900000000000000,S,22,S,12,S,19,S,16,S,0,S,20,S,8.400000000000000,S,1.400000000000000,S,0.000000000000000,S,0.000000000000000,S,0,S,2,S,3,S,9,S,20,S,27.300000000000001,S,28.000000000000000,S,28.000000000000000,S,28.000000000000000,S,28,S,-1.400000000000000,S,-0.300000000000000,S,7.300000000000000,S,-10.199999999999999,S,-15.800000000000001,S,-14.400000000000000,S,-15.400000000000000,S,-14.900000000000000,S
875,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201003,32.770000000000003,S,127,S,60.710000000000001,S,254,S,98.549999999999997,S,508,S,70.359999999999999,S,378,S,4,S,4,S,0,S,2,S,1,S,7.700000000000000,S,6.100000000000000,S,2.300000000000000,S,0.600000000000000,S,13,S,5,S,11,S,9,S,0,S,27,S,17.399999999999999,S,6.100000000000000,S,0.600000000000000,S,0.000000000000000,S,0,S,0,S,0,S,3,S,16,S,30.100000000000001,S,31.000000000000000,S,31.000000000000000,S,31.000000000000000,S,31,S,1.800000000000000,S,-0.100000000000000,S,10.699999999999999,S,-7.100000000000000,S,-16.100000000000001,S,-15.400000000000000,S,-15.300000000000001,S,-16.199999999999999,S
876,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201004,14.990000000000000,S,0,S,30.989999999999998,S,58,S,50.799999999999997,S,190,S,34.539999999999999,S,165,S,2,S,2,S,0,S,1,S,0,S,5.400000000000000,S,3.900000000000000,S,0.600000000000000,S,0.100000000000000,S,3,S,1,S,2,S,1,S,0,S,28,S,22.199999999999999,S,13.100000000000000,S,3.900000000000000,S,0.200000000000000,S,0,S,-778,S,0,S,0,S,8,S,27.899999999999999,S,30.000000000000000,S,30.000000000000000,S,30.000000000000000,S,30,S,4.700000000000000,S,1.200000000000000,S,14.199999999999999,S,-4.700000000000000,S,-16.100000000000001,S,-15.699999999999999,S,-15.199999999999999,S,-16.500000000000000,S
877,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201005,7.110000000000000,S,0,S,20.570000000000000,S,0,S,30.989999999999998,S,51,S,24.890000000000001,S,28,S,1,S,0,S,0,S,0,S,-778,S,4.800000000000000,S,3.000000000000000,S,0.500000000000000,S,0.100000000000000,S,0,S,0,S,0,S,0,S,0,S,31,S,28.800000000000001,S,23.000000000000000,S,12.300000000000001,S,2.800000000000000,S,0,S,0,S,0,S,-778,S,2,S,21.100000000000001,S,30.000000000000000,S,31.000000000000000,S,31.000000000000000,S,31,S,8.800000000000001,S,2.900000000000000,S,19.199999999999999,S,-1.600000000000000,S,-16.199999999999999,S,-15.300000000000001,S,-15.300000000000001,S,-16.500000000000000,S
878,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201006,4.060000000000000,S,0,S,9.910000000000000,S,0,S,22.609999999999999,S,0,S,13.460000000000001,S,2,S,-778,S,-778,S,0,S,0,S,0,S,3.400000000000000,S,2.300000000000000,S,0.100000000000000,S,0.000000000000000,S,-778,S,0,S,0,S,0,S,0,S,30,S,29.899999999999999,S,28.100000000000001,S,23.100000000000001,S,10.900000000000000,S,1,S,0,S,0,S,0,S,0,S,11.800000000000001,S,26.199999999999999,S,29.800000000000001,S,30.000000000000000,S,30,S,12.600000000000000,S,5.700000000000000,S,24.300000000000001,S,0.900000000000000,S,-16.600000000000001,S,-15.600000000000000,S,-15.699999999999999,S,-16.699999999999999,S
879,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201007,0.000000000000000,S,0,S,4.570000000000000,S,0,S,19.559999999999999,S,0,S,11.680000000000000,S,0,S,0,S,0,S,0,S,0,S,0,S,1.900000000000000,S,0.900000000000000,S,0.300000000000000,S,0.100000000000000,S,0,S,0,S,0,S,0,S,0,S,31,S,31.000000000000000,S,30.899999999999999,S,30.199999999999999,S,24.199999999999999,S,6,S,0,S,0,S,0,S,0,S,5.900000000000000,S,21.500000000000000,S,30.300000000000001,S,31.000000000000000,S,31,S,16.100000000000001,S,8.500000000000000,S,29.199999999999999,S,2.900000000000000,S,-16.300000000000001,S,-16.300000000000001,S,-15.900000000000000,S,-16.399999999999999,S
880,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201008,0.000000000000000,R,0,P,2.540000000000000,R,0,P,16.260000000000002,R,0,P,9.650000000000000,R,0,P,0,S,0,S,0,S,0,S,0,S,2.100000000000000,S,1.300000000000000,S,0.200000000000000,S,-777.700000000000050,S,0,S,0,S,0,S,0,S,-778,S,31,S,31.000000000000000,S,30.899999999999999,S,30.100000000000001,S,23.899999999999999,S,5,S,0,S,0,S,0,S,0,S,8.500000000000000,S,25.300000000000001,S,30.699999999999999,S,31.000000000000000,S,31,S,15.400000000000000,S,9.300000000000001,S,28.899999999999999,S,1.900000000000000,S,-16.899999999999999,S,-15.800000000000001,S,-16.199999999999999,S,-16.800000000000001,S
881,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201009,0.510000000000000,S,0,S,6.350000000000000,S,0,S,32.259999999999998,S,0,S,22.609999999999999,S,5,S,0,S,0,S,0,S,0,S,0,S,2.700000000000000,S,2.000000000000000,S,0.400000000000000,S,0.100000000000000,S,0,S,0,S,0,S,0,S,-778,S,30,S,29.600000000000001,S,28.199999999999999,S,24.000000000000000,S,13.100000000000000,S,1,S,0,S,0,S,0,S,1,S,20.000000000000000,S,29.100000000000001,S,30.000000000000000,S,30.000000000000000,S,30,S,11.900000000000000,S,8.400000000000000,S,25.000000000000000,S,-1.200000000000000,S,-16.699999999999999,S,-15.100000000000000,S,-15.600000000000000,S,-16.699999999999999,S
882,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201010,8.640000000000001,S,0,S,26.160000000000000,S,0,S,54.100000000000001,S,0,S,37.590000000000003,S,15,S,0,S,0,S,0,S,0,S,0,S,4.200000000000000,S,3.000000000000000,S,0.900000000000000,S,0.400000000000000,S,0,S,0,S,0,S,0,S,0,S,30,S,27.800000000000001,S,22.600000000000001,S,13.000000000000000,S,2.200000000000000,S,0,S,0,S,0,S,0,S,8,S,27.699999999999999,S,30.600000000000001,S,31.000000000000000,S,31.000000000000000,S,31,S,7.300000000000000,S,5.400000000000000,S,18.899999999999999,S,-4.300000000000000,S,-16.399999999999999,S,-14.300000000000001,S,-15.100000000000000,S,-16.199999999999999,S
883,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201011,21.590000000000000,S,38,S,63.500000000000000,S,127,S,102.870000000000000,S,584,S,72.640000000000001,S,295,S,3,S,2,S,0,S,1,S,1,S,6.300000000000000,S,4.800000000000000,S,2.000000000000000,S,0.700000000000000,S,6,S,1,S,4,S,3,S,0,S,25,S,16.800000000000001,S,7.100000000000000,S,1.000000000000000,S,0.000000000000000,S,0,S,1,S,0,S,4,S,17,S,28.699999999999999,S,30.000000000000000,S,30.000000000000000,S,30.000000000000000,S,30,S,1.800000000000000,S,0.500000000000000,S,10.900000000000000,S,-7.300000000000000,S,-16.100000000000001,S,-14.800000000000001,S,-15.100000000000000,S,-16.100000000000001,S
884,GHCND:USC00040931,BOCA CA US,1699,39.388599999999997,-120.093600000000000,201012,40.890000000000001,S,152,S,64.519999999999996,S,292,S,143.759999999999990,S,940,S,99.819999999999993,S,556,S,5,S,4,S,1,S,3,S,2,S,8.300000000000001,S,6.200000000000000,S,3.000000000000000,S,1.200000000000000,S,21,S,6,S,18,S,12,S,0,S,18,S,5.300000000000000,S,0.300000000000000,S,0.000000000000000,S,0.000000000000000,S,0,S,3,S,3,S,12,S,23,S,29.899999999999999,S,30.899999999999999,S,31.000000000000000,S,31.000000000000000,S,31,S,-2.500000000000000,S,-1.600000000000000,S,5.600000000000000,S,-10.600000000000000,S,-15.699999999999999,S,-15.199999999999999,S,-16.100000000000001,S,-14.800000000000001,S
885,GHCND:USC00044176,HUNTINGTON LAKE CA US,2140,37.227499999999999,-119.220560000000010,201001,73.659999999999997,C,-9999, ,191.009999999999990,C,-9999, ,294.389999999999990,C,-9999, ,202.440000000000000,C,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,-9999, ,9.600000000000000,C,8.000000000000000,C,4.700000000000000,C,3.100000000000000,C,-9999, ,-9999, ,-9999, ,-9999, ,0,S,21,S,9.300000000000001,S,0.800000000000000,S,0.000000000000000,S,0.000000000000000,S,0,S,2,S,0,S,1,S,7,S,26.300000000000001,S,31.000000000000000,S,31.000000000000000,S,31.000000000000000,S,31,S,1.500000000000000,R,-6.900000000000000,R,6.900000000000000,S,-3.900000000000000,S,-16.199999999999999,R,-15.900000000000000,R,-15.900000000000000,S,-15.900000000000000,S
